userId,productId,rating,timestamp
205,40,4,964980868
206,14,4,964983793
207,12,1,964981775
208,50,5,964982791
209,42,2,964982653
210,48,1,964982363
211,57,2,964982838
212,16,4,964980962
213,39,3,964981710
214,32,2,964982363
215,52,1,964981179
216,52,5,964982791
217,35,1,964982176
218,17,3,964982838
219,52,3,964982400
220,57,3,964983614
221,25,2,964982931
222,33,1,964982903
223,17,1,964983219
224,59,4,964980985
225,45,3,964981208
226,38,2,964982791
227,39,5,964984100
228,21,5,964982400
229,4,4,964982563
230,4,1,964981179
231,45,5,964981909
232,10,2,964981909
233,50,1,964981208
234,5,3,964984041
235,55,3,964980908
236,2,3,964983219
237,40,3,964981179
238,51,4,964981909
239,24,4,964982855
240,22,3,964984100
241,2,2,964981179
242,47,3,964984153
243,14,3,964982563
244,2,1,964980924
245,32,1,964982176
246,42,2,964982653
247,18,1,964982588
248,16,1,964981179
249,50,5,964980868
250,12,5,964983793
251,41,3,964982653
252,1,5,964984002
253,4,1,964981710
254,59,4,964982791
255,55,2,964982838
256,8,2,964982400
257,7,5,964983815
258,12,1,964982653
259,18,3,964982653
260,59,1,964981179
261,10,3,964982475
262,24,3,964981179
263,40,1,964980499
264,51,5,964980962
265,18,2,964982224
266,9,1,964982176
267,8,1,964982176
268,53,2,964980924
269,27,2,964982967
270,26,1,964981179
271,34,3,964981775
272,21,1,964982271
273,32,4,964982400
274,45,1,964980868
275,56,3,964982588
276,17,4,964983614
277,4,1,964982546
278,25,3,964982346
279,28,2,964981710
280,44,1,964982546
281,18,2,964982967
282,1,5,964984041
283,33,4,964981529
284,8,3,964982653
285,19,5,964984100
286,22,3,964982703
287,2,1,964982653
288,41,2,964982838
289,21,3,964982176
290,9,1,964982967
291,4,3,964981680
292,22,2,964981179
293,54,5,964983219
294,53,4,964982791
295,7,5,964982703
296,49,3,964982271
297,59,4,964983614
298,39,3,964981529
299,16,2,964983614
300,1,2,964982876
301,8,3,964982563
302,52,5,964984100
303,53,4,964984086
304,60,2,964982791
305,36,3,964982176
306,40,4,964982176
307,16,5,964982855
308,22,5,964982271
309,38,5,964982176
310,38,2,964980499
311,49,5,964982224
312,32,3,964982588
313,52,3,964980499
314,18,2,964981680
315,10,5,964981179
316,57,3,964981179
317,24,5,964980868
318,8,3,964982176
319,35,4,964982400
320,11,4,964981247
321,28,4,964984086
322,58,4,964983614
323,17,5,964984041
324,27,5,964984086
325,1,3,964982588
326,18,4,964982855
327,23,2,964981179
328,27,2,964981179
329,32,2,964982400
330,22,4,964982791
331,52,1,964982400
332,48,1,964982653
333,32,2,964984153
334,37,3,964982563
335,52,2,964980868
336,27,2,964983815
337,50,5,964981208
338,24,1,964982838
339,6,1,964982400
340,4,1,964982681
341,59,1,964980868
342,44,5,964981247
343,34,2,964982346
344,3,4,964980868
345,38,1,964982400
346,17,1,964982876
347,15,4,964981710
348,35,2,964982363
349,50,3,964980962
350,25,1,964982653
351,14,1,964982703
352,37,3,964981179
353,46,3,964982967
354,45,4,964980962
355,38,4,964982653
356,40,2,964981529
357,9,3,964980908
358,40,4,964980962
359,34,4,964982791
360,31,3,964982224
361,28,4,964981179
362,18,3,964983793
363,43,2,964982838
364,59,3,964982653
365,5,3,964982176
366,22,4,964983793
367,47,5,964984041
368,20,1,964981179
369,14,3,964982271
370,58,1,964980962
371,44,1,964981208
372,18,4,964980924
373,40,2,964981710
374,58,5,964982400
375,59,4,964982475
376,11,3,964981775
377,25,2,964984153
378,19,2,964980908
379,10,4,964982967
380,13,3,964984100
381,14,1,964982224
382,39,3,964982224
383,31,3,964981775
384,40,4,964982931
385,25,2,964982653
386,26,1,964982876
387,45,3,964982176
388,36,5,964984002
389,10,5,964980868
390,54,5,964982400
391,33,1,964982563
392,43,5,964980985
393,2,3,964982876
394,22,2,964981775
395,6,2,964982703
396,29,2,964984153
397,10,2,964984086
398,29,1,964982224
399,51,4,964981208
400,40,5,964982271
401,7,3,964983219
402,51,3,964982838
403,5,4,964982176
404,58,1,964982967
405,54,1,964981179
406,58,5,964982791
407,59,5,964982838
408,17,2,964982224
409,1,4,964982967
410,58,4,964982400
411,38,2,964983219
412,29,2,964982176
413,32,2,964980908
414,1,4,964980962
415,14,5,964982310
416,13,5,964981179
417,15,2,964982931
418,28,3,964982400
419,10,1,964982791
420,36,3,964982400
421,59,1,964982563
422,56,4,964982346
423,16,5,964982855
424,37,2,964982653
425,56,2,964983793
426,50,1,964982838
427,48,3,964980868
428,47,5,964980924
429,17,4,964982176
430,51,5,964981775
431,35,4,964982653
432,43,3,964980868
433,38,1,964983219
434,51,5,964982653
435,49,5,964983793
436,10,2,964982588
437,56,3,964981208
438,53,2,964981680
439,36,5,964980908
440,16,2,964982791
441,46,4,964981179
442,37,3,964980908
443,41,1,964980924
444,42,2,964981208
445,8,3,964982176
446,25,5,964983815
447,25,4,964982563
448,44,2,964982400
449,56,1,964983815
450,20,3,964981208
451,50,4,964984041
452,38,1,964982653
453,11,2,964980962
454,34,2,964981247
455,1,4,964982546
456,24,2,964981680
457,13,1,964980499
458,36,3,964984100
459,27,2,964982310
460,58,1,964980924
461,1,3,964980908
462,15,1,964982563
463,6,4,964981909
464,54,5,964982855
465,14,1,964980985
466,13,2,964984041
467,43,5,964980985
468,44,3,964982931
469,36,2,964984086
470,6,4,964982563
471,27,4,964983815
472,22,3,964980985
473,6,2,964981775
474,33,5,964982653
475,6,2,964980868
476,10,4,964981179
477,6,5,964982903
478,55,2,964982400
479,14,3,964982224
480,23,2,964982903
481,49,2,964982653
482,49,1,964981208
483,54,2,964982475
484,45,1,964980499
485,20,3,964981179
486,15,4,964982791
487,36,4,964980985
488,45,1,964982176
489,6,3,964982681
490,34,3,964983650
491,19,2,964984041
492,49,1,964982838
493,16,3,964982681
494,16,3,964982876
495,16,3,964982346
496,45,3,964983815
497,60,1,964982838
498,30,1,964982931
499,25,4,964981529
500,12,2,964982563
501,40,3,964981208
502,25,1,964980868
503,46,5,964980924
504,42,5,964980868
505,34,1,964981179
506,57,2,964982271
507,15,4,964982400
508,16,5,964982400
509,34,3,964984002
510,44,4,964982838
511,10,5,964980868
512,21,2,964982363
513,10,4,964980962
514,53,5,964982653
515,35,3,964982271
516,49,1,964982400
517,12,2,964982400
518,12,4,964982346
519,25,5,964983219
520,22,3,964982400
521,18,5,964982855
522,29,5,964981179
523,6,1,964981775
524,56,4,964982653
525,44,5,964982791
526,33,4,964980868
527,44,4,964982400
528,20,5,964980908
529,58,5,964981775
530,44,1,964982681
531,44,1,964982563
532,40,2,964982653
533,23,5,964982346
534,21,5,964982176
535,52,3,964982363
536,12,4,964982563
537,51,5,964981247
538,11,1,964981179
539,37,2,964982563
540,32,2,964981710
541,46,4,964982400
542,15,5,964980499
543,18,4,964982653
544,25,1,964982876
545,39,5,964982176
546,46,3,964981680
547,51,3,964981680
548,22,2,964982653
549,32,1,964982176
550,24,5,964981680
551,21,5,964984041
552,8,3,964982176
553,32,5,964983650
554,17,2,964980868
555,16,5,964982931
556,29,3,964982475
557,56,1,964982838
558,33,5,964982400
559,58,4,964981909
560,56,5,964981909
561,33,3,964982271
562,42,1,964982400
563,9,2,964983650
564,3,4,964980908
565,41,5,964982838
566,5,4,964982176
567,56,4,964982791
568,2,1,964981680
569,19,2,964982588
570,29,3,964980868
571,48,5,964982855
572,13,4,964982903
573,22,1,964982791
574,1,2,964981208
575,14,4,964982855
576,28,4,964982563
577,28,5,964984002
578,53,1,964982791
579,41,4,964982791
580,15,3,964982653
581,24,2,964984100
582,7,2,964981909
583,46,2,964980924
584,46,4,964982653
585,42,2,964980924
586,2,1,964980868
587,14,3,964983815
588,38,3,964982653
589,26,5,964983614
590,54,2,964984086
591,45,3,964983815
592,41,5,964982475
593,32,2,964981208
594,29,5,964982563
595,57,4,964980908
596,45,3,964984100
597,39,4,964981680
598,26,3,964980868
599,30,4,964983793
600,23,4,964981208
601,54,2,964982681
602,19,3,964982400
603,58,4,964982791
604,39,2,964980985
605,33,1,964982791
606,51,1,964982546
607,19,2,964981775
608,48,3,964982271
609,40,3,964982176
610,22,5,964982400
611,50,1,964982653
612,6,4,964980499
613,6,3,964983614
614,43,3,964982588
615,33,1,964984002
616,45,4,964982346
617,2,2,964981208
618,19,3,964983614
619,20,1,964982176
620,48,1,964982703
621,10,5,964981179
622,38,1,964981208
623,57,2,964980985
624,47,4,964982681
625,27,3,964982563
626,50,4,964982224
627,32,2,964984086
628,14,4,964981247
629,8,2,964980962
630,37,5,964983219
631,35,3,964981179
632,28,5,964983219
633,2,2,964983815
634,14,1,964982400
635,20,3,964981208
636,26,5,964982703
637,56,5,964983614
638,25,1,964982681
639,34,5,964982346
640,33,4,964983650
641,40,1,964982791
642,24,1,964984041
643,35,4,964983614
644,59,1,964982653
645,30,5,964981529
646,22,4,964982931
647,51,5,964982588
648,2,5,964982653
649,31,3,964982681
650,34,2,964982546
651,11,4,964983614
652,56,3,964982546
653,26,3,964984100
654,31,3,964984100
655,48,1,964982400
656,36,2,964983614
657,35,1,964982546
658,30,5,964980985
659,46,4,964981208
660,16,1,964981680
661,49,3,964980985
662,27,2,964982903
663,37,2,964982176
664,57,2,964981247
665,49,5,964981179
666,34,2,964981208
667,56,3,964982653
668,41,1,964982400
669,55,4,964982855
670,53,3,964982310
671,29,4,964982271
672,51,2,964982400
673,50,3,964982176
674,15,2,964982176
675,45,4,964980962
676,8,3,964982400
677,17,3,964982791
678,15,5,964984086
679,5,5,964982400
680,42,1,964982703
681,28,4,964982931
682,59,4,964981775
683,32,4,964982791
684,9,2,964982681
685,41,2,964982588
686,13,3,964982475
687,30,2,964982855
688,19,1,964981179
689,37,2,964984002
690,37,1,964981179
691,7,2,964982681
692,52,1,964981179
693,34,5,964982967
694,25,5,964982791
695,55,5,964982588
696,43,4,964982681
697,26,3,964982363
698,46,1,964983793
699,22,5,964982546
700,19,5,964980985
701,7,4,964982838
702,14,3,964982703
703,26,5,964981775
704,2,3,964981179
705,8,3,964983793
706,25,1,964982653
707,50,3,964982653
708,36,2,964984086
709,55,2,964982838
710,29,4,964981680
711,21,4,964984002
712,1,2,964984041
713,36,5,964982967
714,34,5,964982931
715,3,2,964984041
716,35,2,964984041
717,27,1,964982653
718,44,5,964981179
719,7,1,964982271
720,53,1,964980924
721,16,5,964982903
722,23,1,964980868
723,42,4,964982363
724,33,4,964981247
725,5,2,964982903
726,54,2,964982176
727,40,1,964982653
728,22,1,964982563
729,57,5,964982363
730,48,3,964982838
731,44,5,964982588
732,51,5,964984153
733,39,4,964982681
734,23,3,964982546
735,16,2,964981179
736,11,1,964982681
737,48,2,964982681
738,53,3,964980962
739,25,3,964984002
740,30,2,964982588
741,32,1,964982224
742,29,3,964981775
743,51,5,964982176
744,49,2,964981247
745,31,5,964982681
746,11,3,964982363
747,41,4,964980962
748,3,2,964980924
749,26,5,964982271
750,9,2,964980962
751,58,5,964984086
752,9,1,964982931
753,9,2,964982653
754,12,3,964982703
755,4,2,964982791
756,60,1,964982967
757,55,1,964982176
758,31,2,964980499
759,33,3,964980868
760,23,5,964980868
761,29,4,964980924
762,54,5,964982653
763,15,4,964980499
764,37,5,964981710
765,34,1,964982176
766,19,4,964983219
767,50,1,964984086
768,6,2,964981208
769,23,4,964982310
770,38,2,964983650
771,49,2,964981179
772,8,4,964982653
773,52,1,964980908
774,48,3,964982838
775,46,1,964982876
776,42,3,964982703
777,58,5,964982588
778,11,5,964982653
779,20,3,964982903
780,18,2,964981909
781,14,3,964982400
782,20,3,964981680
783,40,2,964982653
784,50,1,964982653
785,21,1,964981208
786,34,2,964984041
787,4,5,964981179
788,39,4,964981247
789,44,3,964981909
790,47,2,964984153
791,20,3,964982563
792,20,2,964982224
793,30,3,964982703
794,43,3,964982400
795,42,2,964982876
796,5,4,964982931
797,12,5,964981179
798,8,4,964982176
799,39,3,964982563
800,49,3,964980868
801,24,2,964980908
802,4,1,964982931
803,41,5,964982703
804,9,5,964981529
805,29,1,964982838
806,44,5,964980868
807,53,5,964980985
808,60,1,964980908
809,29,3,964981208
810,39,3,964984041
811,5,2,964982653
812,13,5,964982838
813,36,1,964982363
814,40,5,964982703
815,56,4,964984002
816,48,3,964981208
817,5,4,964982653
818,18,4,964983793
819,46,3,964982653
820,3,2,964982703
821,19,3,964982346
822,41,1,964980868
823,14,3,964982838
824,50,1,964980499
825,6,4,964981179
826,27,2,964982653
827,50,5,964982653
828,53,3,964980908
829,59,3,964981179
830,45,4,964982703
831,35,1,964982176
832,56,1,964982563
833,37,3,964982703
834,32,5,964982903
835,20,5,964982653
836,10,5,964981247
837,9,1,964981247
838,25,1,964982791
839,46,4,964984153
840,6,4,964982546
841,30,2,964982475
842,2,1,964983650
843,60,5,964983219
844,1,1,964981208
845,53,2,964982967
846,30,1,964982855
847,5,1,964983650
848,10,4,964982931
849,33,3,964983793
850,13,4,964982653
851,25,5,964982310
852,20,5,964981179
853,25,5,964982400
854,33,5,964982931
855,7,5,964982176
856,52,1,964982475
857,22,2,964982653
858,6,1,964982703
859,60,3,964980962
860,17,3,964982791
861,42,3,964981680
862,19,1,964980868
863,60,3,964981247
864,5,3,964980908
865,12,1,964982400
866,24,3,964982400
867,30,3,964981775
868,35,3,964981909
869,32,4,964981775
870,37,5,964982703
871,41,2,964981179
872,22,4,964982681
873,30,1,964982400
874,52,1,964983650
875,3,3,964981775
876,1,5,964981529
877,2,2,964981775
878,22,1,964982310
879,8,1,964981775
880,38,4,964982876
881,44,3,964982475
882,8,5,964982400
883,1,3,964982681
884,23,4,964981529
885,57,4,964981775
886,59,1,964982855
887,8,1,964981179
888,41,4,964982903
889,16,4,964982176
890,14,5,964982791
891,35,2,964982791
892,54,1,964982967
893,23,5,964982588
894,40,3,964980924
895,57,1,964981179
896,34,1,964982703
897,42,2,964981179
898,36,5,964980924
899,30,1,964981179
900,52,3,964983219
901,34,3,964982400
902,46,5,964982681
903,57,3,964982310
904,50,3,964982876
905,5,1,964981179
906,34,2,964982791
907,22,1,964980924
908,22,5,964982791
909,18,1,964982475
910,2,2,964982931
911,43,3,964982791
912,39,1,964982931
913,5,5,964982588
914,48,1,964982653
915,42,2,964980985
916,28,4,964982400
917,18,5,964982546
918,38,5,964982475
919,18,2,964983815
920,34,5,964981179
921,35,4,964981775
922,15,1,964984100
923,19,5,964982838
924,19,3,964980962
925,12,1,964984041
926,18,4,964982903
927,43,5,964982176
928,37,3,964982475
929,10,5,964980985
930,39,4,964982876
931,55,1,964982271
932,20,4,964982855
933,16,1,964981680
934,8,5,964982653
935,16,1,964981710
936,39,4,964982176
937,3,4,964982855
938,32,5,964982310
939,23,2,964982703
940,11,1,964980962
941,8,5,964982653
942,10,5,964982271
943,13,2,964982400
944,51,5,964982931
945,34,1,964982363
946,22,2,964982400
947,41,5,964981680
948,16,3,964980868
949,18,2,964982563
950,28,5,964982400
951,40,3,964984041
952,49,5,964981179
953,31,1,964982681
954,33,5,964981179
955,14,4,964982563
956,56,2,964981775
957,32,4,964982176
958,24,1,964982791
959,41,3,964983650
960,21,1,964984100
961,2,5,964982838
962,4,3,964981179
963,39,5,964980499
964,49,4,964982903
965,26,4,964981208
966,40,3,964982363
967,26,5,964982310
968,44,3,964980985
969,9,1,964981208
970,5,2,964982588
971,27,3,964982653
972,26,5,964983650
973,2,3,964982855
974,4,1,964982310
975,34,5,964982681
976,31,4,964982653
977,33,5,964982931
978,18,1,964982563
979,49,2,964980499
980,10,5,964982855
981,34,5,964982563
982,42,2,964981208
983,48,5,964982931
984,56,2,964981208
985,16,5,964983219
986,45,1,964982176
987,4,1,964980908
988,43,1,964984002
989,12,1,964982400
990,2,3,964983815
991,10,3,964984100
992,28,1,964982176
993,49,2,964981775
994,44,5,964982838
995,40,3,964981775
996,27,4,964984002
997,34,1,964982876
998,50,2,964982931
999,58,4,964982791
1000,11,1,964982653
1001,7,3,964982931
1002,30,3,964982176
1003,51,5,964984002
1004,28,2,964982681
1005,44,5,964984041
1006,4,2,964982400
1007,10,4,964982346
1008,12,1,964981710
1009,8,1,964982310
1010,56,1,964981909
1011,53,1,964981680
1012,17,2,964981208
1013,16,4,964980868
1014,8,1,964982271
1015,23,5,964980985
1016,4,4,964982876
1017,16,2,964982400
1018,59,3,964981680
1019,9,1,964981179
1020,39,1,964984002
1021,40,4,964980985
1022,30,2,964982653
1023,59,3,964981208
1024,57,2,964983650
1025,17,1,964982931
1026,23,2,964983793
1027,48,2,964982653
1028,2,5,964981909
1029,27,2,964981179
1030,33,1,964982838
1031,37,5,964981775
1032,48,5,964983650
1033,17,5,964983793
1034,12,2,964982363
1035,20,2,964982588
1036,59,1,964982588
1037,25,3,964984041
1038,10,3,964980868
1039,53,5,964980962
1040,51,3,964982400
1041,18,4,964980868
1042,36,2,964982546
1043,49,3,964982176
1044,8,2,964984153
1045,27,5,964982876
1046,40,4,964982563
1047,7,3,964982838
1048,55,3,964981529
1049,51,2,964982791
1050,4,2,964981179
1051,55,2,964980985
1052,45,4,964980868
1053,46,3,964982653
1054,13,1,964981179
1055,31,1,964982681
1056,8,1,964982346
1057,1,1,964984100
1058,37,5,964982224
1059,35,5,964981179
1060,6,2,964981179
1061,60,4,964984100
1062,37,5,964982310
1063,15,5,964981179
1064,30,2,964981179
1065,2,3,964982563
1066,49,5,964981208
1067,2,3,964980924
1068,26,2,964981208
1069,16,4,964982876
1070,26,1,964982838
1071,43,2,964981208
1072,19,5,964982791
1073,12,3,964982703
1074,50,1,964981247
1075,57,4,964982563
1076,13,4,964983614
1077,29,5,964984086
1078,46,5,964980924
1079,49,3,964981208
1080,45,3,964982931
1081,30,5,964982363
1082,14,2,964984100
1083,37,1,964982400
1084,7,1,964984041
1085,45,2,964981179
1086,30,1,964982653
1087,7,4,964982838
1088,40,2,964981179
1089,14,5,964980924
1090,48,4,964982653
1091,55,2,964981529
1092,35,1,964982703
1093,33,4,964981208
1094,9,3,964982363
1095,47,2,964981710
1096,38,1,964982653
1097,17,4,964981529
1098,16,2,964980868
1099,8,3,964980924
1100,48,1,964982546
1101,25,4,964982400
1102,37,4,964982855
1103,48,1,964982903
1104,54,3,964983614
1105,60,3,964981208
1106,7,5,964980924
1107,46,4,964983815
1108,26,5,964982791
1109,6,3,964982931
1110,12,4,964982176
1111,25,1,964982791
1112,19,5,964983614
1113,17,4,964982931
1114,34,5,964981208
1115,33,3,964982588
1116,9,1,964981208
1117,10,1,964983614
1118,29,2,964982310
1119,9,5,964982967
1120,58,5,964982838
1121,31,4,964980985
1122,30,1,964982546
1123,35,3,964982400
1124,53,2,964982967
1125,7,2,964981710
1126,54,1,964982967
1127,3,5,964982653
1128,56,3,964982931
1129,45,1,964982224
1130,29,5,964980985
1131,27,3,964982271
1132,4,4,964981775
1133,17,1,964982681
1134,29,3,964982876
1135,14,3,964982475
1136,21,4,964982931
1137,4,3,964982653
1138,18,4,964980868
1139,60,2,964981680
1140,4,3,964982681
1141,39,5,964983815
1142,59,5,964983815
1143,54,4,964982346
1144,4,1,964982703
1145,22,4,964982176
1146,19,2,964982791
1147,44,5,964980985
1148,34,1,964981247
1149,48,1,964982176
1150,23,3,964982791
1151,42,1,964983650
1152,4,1,964984153
1153,20,2,964982363
1154,36,5,964981529
1155,43,2,964982176
1156,19,5,964982681
1157,19,5,964981909
1158,26,1,964982588
1159,28,4,964982176
1160,38,5,964981909
1161,26,2,964981909
1162,38,4,964982176
1163,23,5,964982791
1164,50,4,964984002
1165,24,4,964983793
1166,35,1,964981909
1167,36,1,964982903
1168,18,2,964980868
1169,56,5,964982703
1170,23,4,964984041
1171,30,3,964981179
1172,20,2,964984086
1173,16,3,964982563
1174,14,5,964982176
1175,11,5,964984002
1176,33,2,964981775
1177,48,3,964982855
1178,48,4,964981208
1179,16,2,964982310
1180,20,5,964981710
1181,44,1,964984153
1182,60,3,964982224
1183,9,4,964982271
1184,17,4,964982653
1185,40,4,964982400
1186,39,4,964981179
1187,10,1,964983793
1188,26,5,964984153
1189,55,5,964980985
1190,33,4,964982967
1191,6,5,964982176
1192,3,5,964981909
1193,46,5,964981680
1194,8,5,964981529
1195,42,5,964982563
1196,50,4,964981909
1197,40,5,964981179
1198,47,3,964982363
1199,15,2,964982176
1200,23,5,964981680
1201,19,5,964982400
1202,47,3,964983650
1203,55,2,964982176
1204,22,1,964982791
1205,40,4,964980868
1206,14,4,964983793
1207,12,1,964981775
1208,50,5,964982791
1209,42,2,964982653
1210,48,1,964982363
1211,57,2,964982838
1212,16,4,964980962
1213,39,3,964981710
1214,32,2,964982363
1215,52,1,964981179
1216,52,5,964982791
1217,35,1,964982176
1218,17,3,964982838
1219,52,3,964982400
1220,57,3,964983614
1221,25,2,964982931
1222,33,1,964982903
1223,17,1,964983219
1224,59,4,964980985
1225,45,3,964981208
1226,38,2,964982791
1227,39,5,964984100
1228,21,5,964982400
1229,4,4,964982563
1230,4,1,964981179
1231,45,5,964981909
1232,10,2,964981909
1233,50,1,964981208
1234,5,3,964984041
1235,55,3,964980908
1236,2,3,964983219
1237,40,3,964981179
1238,51,4,964981909
1239,24,4,964982855
1240,22,3,964984100
1241,2,2,964981179
1242,47,3,964984153
1243,14,3,964982563
1244,2,1,964980924
1245,32,1,964982176
1246,42,2,964982653
1247,18,1,964982588
1248,16,1,964981179
1249,50,5,964980868
1250,12,5,964983793
1251,41,3,964982653
1252,1,5,964984002
1253,4,1,964981710
1254,59,4,964982791
1255,55,2,964982838
1256,8,2,964982400
1257,7,5,964983815
1258,12,1,964982653
1259,18,3,964982653
1260,59,1,964981179
1261,10,3,964982475
1262,24,3,964981179
1263,40,1,964980499
1264,51,5,964980962
1265,18,2,964982224
1266,9,1,964982176
1267,8,1,964982176
1268,53,2,964980924
1269,27,2,964982967
1270,26,1,964981179
1271,34,3,964981775
1272,21,1,964982271
1273,32,4,964982400
1274,45,1,964980868
1275,56,3,964982588
1276,17,4,964983614
1277,4,1,964982546
1278,25,3,964982346
1279,28,2,964981710
1280,44,1,964982546
1281,18,2,964982967
1282,1,5,964984041
1283,33,4,964981529
1284,8,3,964982653
1285,19,5,964984100
1286,22,3,964982703
1287,2,1,964982653
1288,41,2,964982838
1289,21,3,964982176
1290,9,1,964982967
1291,4,3,964981680
1292,22,2,964981179
1293,54,5,964983219
1294,53,4,964982791
1295,7,5,964982703
1296,49,3,964982271
1297,59,4,964983614
1298,39,3,964981529
1299,16,2,964983614
1300,1,2,964982876
1301,8,3,964982563
1302,52,5,964984100
1303,53,4,964984086
1304,60,2,964982791
1305,36,3,964982176
1306,40,4,964982176
1307,16,5,964982855
1308,22,5,964982271
1309,38,5,964982176
1310,38,2,964980499
1311,49,5,964982224
1312,32,3,964982588
1313,52,3,964980499
1314,18,2,964981680
1315,10,5,964981179
1316,57,3,964981179
1317,24,5,964980868
1318,8,3,964982176
1319,35,4,964982400
1320,11,4,964981247
1321,28,4,964984086
1322,58,4,964983614
1323,17,5,964984041
1324,27,5,964984086
1325,1,3,964982588
1326,18,4,964982855
1327,23,2,964981179
1328,27,2,964981179
1329,32,2,964982400
1330,22,4,964982791
1331,52,1,964982400
1332,48,1,964982653
1333,32,2,964984153
1334,37,3,964982563
1335,52,2,964980868
1336,27,2,964983815
1337,50,5,964981208
1338,24,1,964982838
1339,6,1,964982400
1340,4,1,964982681
1341,59,1,964980868
1342,44,5,964981247
1343,34,2,964982346
1344,3,4,964980868
1345,38,1,964982400
1346,17,1,964982876
1347,15,4,964981710
1348,35,2,964982363
1349,50,3,964980962
1350,25,1,964982653
1351,14,1,964982703
1352,37,3,964981179
1353,46,3,964982967
1354,45,4,964980962
1355,38,4,964982653
1356,40,2,964981529
1357,9,3,964980908
1358,40,4,964980962
1359,34,4,964982791
1360,31,3,964982224
1361,28,4,964981179
